,time,target_flux,filter,norm_target_flux,target_mag,target_flux_err,target_mag_err,diff_mag,obs_no,color,Anomaly,Anomaly_Score
1669,2022-11-20T02:39:57.000,104448.87,g,0.91588867,12.452741,323.1855,0.0033756087,0.6282686,20221120,tab:green,1,0.0026643215739200476
1670,2022-11-20T02:40:07.000,100482.6,g,0.88110936,12.494773,316.9899,0.0034415852,0.62226546,20221120,tab:green,1,0.005577077488129634
1671,2022-11-20T02:40:17.000,97342.15,g,0.8535714,12.529247,311.99704,0.0034966606,0.62333363,20221120,tab:green,1,0.003920405813580663
1672,2022-11-20T02:32:47.000,98069.375,g,0.85994834,12.521167,313.1603,0.003483672,0.6699366,20221120,tab:green,1,0.006638102247691624
1673,2022-11-20T02:40:27.000,106822.03,g,0.93669844,12.428348,326.8364,0.0033379016,0.62803596,20221120,tab:green,1,0.002911226384185839
1674,2022-11-20T02:40:37.000,93826.83,g,0.82274646,12.569182,306.31165,0.0035615612,0.6304198,20221120,tab:green,1,0.005761277072346915
1675,2022-11-20T02:40:47.000,99774.91,g,0.87490374,12.502447,315.87164,0.003453769,0.6181812,20221120,tab:green,1,0.0051645936741491205
1676,2022-11-20T02:40:57.000,103270.086,g,0.90555227,12.465064,321.35663,0.0033948193,0.626789,20221120,tab:green,1,0.0026643215739200476
1677,2022-11-20T02:41:07.000,102430.14,g,0.8981869,12.47393,320.0471,0.00340871,0.6150927,20221120,tab:green,1,0.005473597260816199
1678,2022-11-20T02:41:17.000,101339.78,g,0.8886258,12.48555,318.3391,0.0034269989,0.61046237,20221120,tab:green,1,0.0026643215739200476
1679,2022-11-20T02:41:27.000,104492.11,g,0.9162679,12.4522915,323.2524,0.00337491,0.6145916,20221120,tab:green,1,0.0026643215739200476
1680,2022-11-20T02:41:37.000,103046.78,g,0.9035941,12.467414,321.009,0.0033984957,0.6089123,20221120,tab:green,1,0.0026643215739200476
1681,2022-11-20T02:41:47.000,104163.625,g,0.9133874,12.455709,322.7439,0.0033802274,0.6225862,20221120,tab:green,1,0.0026643215739200476
1682,2022-11-20T02:41:57.000,102450.516,g,0.8983656,12.473715,320.07892,0.003408371,0.61867344,20221120,tab:green,1,0.0026643215739200476
1683,2022-11-20T02:32:57.000,95947.31,g,0.8413404,12.544918,309.75363,0.0035219854,0.68057406,20221120,tab:green,1,0.003920405813580663
1684,2022-11-20T02:42:07.000,101758.19,g,0.8922947,12.481076,318.99557,0.0034199462,0.62102777,20221120,tab:green,1,0.009143663851746142
1685,2022-11-20T02:42:17.000,105006.56,g,0.920779,12.446959,324.04715,0.0033666326,0.6049818,20221120,tab:green,1,0.002911226384185839
1686,2022-11-20T02:42:27.000,102538.31,g,0.8991355,12.472785,320.21603,0.0034069116,0.60428643,20221120,tab:green,1,0.0026643215739200476
1687,2022-11-20T02:42:37.000,91925.23,g,0.8060717,12.5914135,303.19174,0.0035982106,0.6170185,20221120,tab:green,1,0.005761277072346915
1688,2022-11-20T02:42:47.000,93160.516,g,0.81690365,12.5769205,305.22208,0.0035742754,0.5982058,20221120,tab:green,1,0.005761277072346915
1689,2022-11-20T02:42:57.000,108571.945,g,0.95204306,12.410706,329.50256,0.003310893,0.60958624,20221120,tab:green,1,0.002911226384185839
1690,2022-11-20T02:43:07.000,113793.37,g,0.99782854,12.359708,337.33273,0.0032340407,0.60884905,20221120,tab:green,1,0.0028392582075069672
1691,2022-11-20T02:43:17.000,114612.42,g,1.0050106,12.351921,338.54456,0.0032224641,0.6082968,20221120,tab:green,1,0.0030286056811439366
1692,2022-11-20T02:43:27.000,107904.37,g,0.94618917,12.417402,328.488,0.003321119,0.61503434,20221120,tab:green,1,0.002911226384185839
1693,2022-11-20T02:43:37.000,106031.8,g,0.92976904,12.43641,325.62524,0.003350317,0.6094133,20221120,tab:green,1,0.002911226384185839
1694,2022-11-20T02:33:07.000,102251.07,g,0.8966167,12.47583,319.7672,0.0034116935,0.66775215,20221120,tab:green,1,0.0026643215739200476
1695,2022-11-20T02:43:47.000,110885.55,g,0.9723305,12.387813,332.9948,0.0032761705,0.6083919,20221120,tab:green,1,0.002911226384185839
1696,2022-11-20T02:43:57.000,106081.81,g,0.9302076,12.435898,325.70203,0.003349527,0.58610344,20221120,tab:green,1,0.0012172273057020067
1697,2022-11-20T02:44:07.000,111977.625,g,0.98190665,12.3771715,334.63058,0.0032601554,0.6007317,20221120,tab:green,1,0.002911226384185839
1698,2022-11-20T02:44:17.000,108471.76,g,0.9511645,12.411708,329.3505,0.0033124215,0.5959578,20221120,tab:green,1,0.0043421602439019935
1699,2022-11-20T02:44:27.000,94308.84,g,0.8269731,12.563619,307.09744,0.003552448,0.59905124,20221120,tab:green,1,0.00891245842412286
1700,2022-11-20T02:44:37.000,98486.43,g,0.8636054,12.516559,313.82547,0.0034762882,0.5861291,20221120,tab:green,1,0.005997520581365101
1701,2022-11-20T02:44:47.000,107452.984,g,0.94223106,12.421954,327.8002,0.0033280873,0.5883035,20221120,tab:green,1,0.0012172273057020067
1702,2022-11-20T02:44:57.000,104057.164,g,0.91245395,12.45682,322.57892,0.003381956,0.59279,20221120,tab:green,1,0.0046115247716966845
1703,2022-11-20T02:45:07.000,110761.73,g,0.97124475,12.389026,332.80884,0.003278001,0.5952574,20221120,tab:green,1,0.002911226384185839
1704,2022-11-20T02:45:17.000,103947.4,g,0.91149145,12.457966,322.40875,0.003383741,0.59564203,20221120,tab:green,1,0.0026643215739200476
1705,2022-11-20T02:33:17.000,98952.92,g,0.8676959,12.511429,314.56784,0.0034680844,0.6732584,20221120,tab:green,1,0.006159334210508849
1706,2022-11-20T02:45:27.000,104998.164,g,0.9207053,12.447045,324.0342,0.0033667672,0.57998013,20221120,tab:green,1,0.0012172273057020067
1707,2022-11-20T02:45:37.000,104493.32,g,0.9162785,12.452279,323.25427,0.0033748904,0.58922863,20221120,tab:green,1,0.0012172273057020067
1708,2022-11-20T02:45:47.000,103162.41,g,0.904608,12.466196,321.18906,0.0033965907,0.5812001,20221120,tab:green,1,0.003705523632260954
1709,2022-11-20T02:45:57.000,101721.34,g,0.89197165,12.48147,318.93784,0.0034205655,0.58048284,20221120,tab:green,1,0.0012172273057020067
1710,2022-11-20T02:46:07.000,104809.95,g,0.919055,12.448994,323.74365,0.0033697889,0.5941848,20221120,tab:green,1,0.0026643215739200476
1711,2022-11-20T02:46:17.000,96756.39,g,0.8484351,12.535801,311.0569,0.003507229,0.5790475,20221120,tab:green,1,0.002467295167959793
1712,2022-11-20T02:46:27.000,113547.43,g,0.9956719,12.362057,336.968,0.003237541,0.57050693,20221120,tab:green,1,0.0011456623270274524
1713,2022-11-20T02:46:37.000,103452.36,g,0.90715057,12.463149,321.6401,0.0033918275,0.5759037,20221120,tab:green,1,0.0012172273057020067
1714,2022-11-20T02:46:47.000,92294.28,g,0.8093079,12.587063,303.79974,0.0035910094,0.58731467,20221120,tab:green,1,0.004299349043390466
1715,2022-11-20T02:46:57.000,81627.55,g,0.71577364,12.720408,285.70535,0.0038184365,0.56719744,20221120,tab:green,1,0.011461728533733673
1716,2022-11-20T02:33:27.000,103138.61,g,0.90439934,12.466447,321.152,0.0033969826,0.67570794,20221120,tab:green,1,0.0026643215739200476
1717,2022-11-20T02:47:07.000,76083.07,g,0.6671554,12.79678,275.8316,0.0039551225,0.5861031,20221120,tab:green,1,0.011926429035860664
1718,2022-11-20T02:47:17.000,81261.48,g,0.71256363,12.725288,285.064,0.0038270277,0.58398515,20221120,tab:green,1,0.011461728533733673
1719,2022-11-20T02:47:27.000,82483.555,g,0.7232798,12.709082,287.1995,0.0037985712,0.5679402,20221120,tab:green,1,0.014459300539725717
1720,2022-11-20T02:47:37.000,79403.19,g,0.69626874,12.750405,281.7857,0.003871551,0.5637417,20221120,tab:green,1,0.010166886045570311
1721,2022-11-20T02:47:47.000,90847.32,g,0.7966198,12.604219,301.40887,0.0036194941,0.56735146,20221120,tab:green,1,0.004299349043390466
1722,2022-11-20T02:47:57.000,93855.266,g,0.8229958,12.568853,306.35806,0.0035610218,0.5724921,20221120,tab:green,1,0.004299349043390466
1723,2022-11-20T02:48:07.000,84818.266,g,0.74375236,12.678777,291.23575,0.0037459265,0.5768407,20221120,tab:green,1,0.00933241127969947
1724,2022-11-20T02:48:17.000,96754.3,g,0.84841675,12.535825,311.05353,0.0035072668,0.567794,20221120,tab:green,1,0.002467295167959793
1725,2022-11-20T02:48:27.000,91318.32,g,0.80074984,12.598605,302.1892,0.0036101479,0.5653346,20221120,tab:green,1,0.002787329498676716
1726,2022-11-20T02:48:37.000,93068.22,g,0.8160943,12.577996,305.07083,0.0035760473,0.5731112,20221120,tab:green,1,0.004299349043390466
1727,2022-11-20T02:33:37.000,103196.54,g,0.9049073,12.4658375,321.2422,0.003396029,0.673507,20221120,tab:green,1,0.0026643215739200476
1735,2022-11-20T03:22:52.000,93361.52,g,0.8186663,12.57458,305.55118,0.0035704256,0.470492,20221120,tab:green,1,0.002189933676727207
1739,2022-11-20T03:23:22.000,90013.55,g,0.7893086,12.61423,300.02258,0.0036362188,0.46420628,20221120,tab:green,1,0.004686279866797316
1740,2022-11-20T03:23:32.000,80428.17,g,0.7052566,12.73648,283.5986,0.0038468023,0.4573432,20221120,tab:green,1,0.009973332942903035
1741,2022-11-20T03:23:42.000,90843.36,g,0.796585,12.604267,301.4023,0.003619573,0.4698363,20221120,tab:green,1,0.002189933676727207
1742,2022-11-20T03:23:52.000,94437.53,g,0.8281015,12.562139,307.3069,0.0035500268,0.47207054,20221120,tab:green,1,0.002189933676727207
1745,2022-11-20T03:24:22.000,98392.82,g,0.86278456,12.517591,313.6763,0.0034779413,0.46213618,20221120,tab:green,1,0.00037060240017516843
1746,2022-11-20T03:24:32.000,93126.164,g,0.81660247,12.577321,305.1658,0.0035749346,0.4673085,20221120,tab:green,1,0.002189933676727207
1747,2022-11-20T03:24:42.000,91390.57,g,0.80138344,12.597747,302.30875,0.0036087204,0.45941034,20221120,tab:green,1,0.002189933676727207
1748,2022-11-20T03:24:52.000,93032.37,g,0.81578,12.578415,305.0121,0.0035767362,0.46733156,20221120,tab:green,1,0.002189933676727207
1750,2022-11-20T03:25:02.000,94268.125,g,0.82661605,12.564088,307.03116,0.0035532152,0.45817554,20221120,tab:green,1,0.002189933676727207
1751,2022-11-20T03:25:12.000,81494.05,g,0.714603,12.722185,285.47162,0.003821563,0.46222633,20221120,tab:green,1,0.009302574410751996
1752,2022-11-20T03:25:22.000,96628.516,g,0.84731376,12.537237,310.8513,0.003509549,0.46071002,20221120,tab:green,1,0.0011712212989314352
1756,2022-11-20T03:26:02.000,94200.76,g,0.8260253,12.564864,306.92142,0.0035544855,0.4701955,20221120,tab:green,1,0.002189933676727207
1757,2022-11-20T03:26:12.000,98182.27,g,0.8609384,12.5199175,313.3405,0.0034816684,0.46611014,20221120,tab:green,1,0.00037060240017516843
1758,2022-11-20T03:26:22.000,93099.64,g,0.8163699,12.57763,305.12234,0.0035754438,0.48167157,20221120,tab:green,1,0.002189933676727207
1760,2022-11-20T03:07:02.000,111314.19,g,0.9760891,12.383624,333.63782,0.0032698566,0.49671015,20221120,tab:green,1,0.0022119250377783395
1762,2022-11-20T03:26:52.000,99867.56,g,0.87571627,12.501439,316.01828,0.0034521664,0.4863166,20221120,tab:green,1,0.0024160987633804476
1766,2022-11-20T03:27:32.000,95724.1,g,0.8393831,12.547447,309.39313,0.0035260892,0.47867885,20221120,tab:green,1,0.00037060240017516843
1767,2022-11-20T03:27:42.000,97505.69,g,0.8550055,12.527425,312.259,0.0034937272,0.47377414,20221120,tab:green,1,0.00037060240017516843
1768,2022-11-20T03:27:52.000,90836.93,g,0.7965287,12.604343,301.39166,0.0036197011,0.47866377,20221120,tab:green,1,0.002189933676727207
1769,2022-11-20T03:28:02.000,100603.52,g,0.8821697,12.493467,317.18057,0.003439516,0.49256837,20221120,tab:green,1,0.005326461553255002
1770,2022-11-20T03:28:12.000,95659.08,g,0.838813,12.548184,309.28802,0.0035272874,0.48051047,20221120,tab:green,1,0.0030564991456464297
1771,2022-11-20T03:07:12.000,112453.0,g,0.9860751,12.372572,335.34012,0.0032532574,0.49702397,20221120,tab:green,1,0.0019361362381089542
1772,2022-11-20T03:28:22.000,97277.43,g,0.853004,12.52997,311.8933,0.0034978236,0.47066683,20221120,tab:green,1,0.00037060240017516843
1774,2022-11-20T03:28:42.000,96791.47,g,0.84874266,12.535407,311.11328,0.0035065934,0.4888583,20221120,tab:green,1,0.00037060240017516843
1778,2022-11-20T03:29:22.000,98544.234,g,0.8641123,12.515922,313.91757,0.0034752684,0.462806,20221120,tab:green,1,0.00037060240017516843
1779,2022-11-20T03:29:32.000,95682.14,g,0.83901525,12.547923,309.3253,0.0035268622,0.47131765,20221120,tab:green,1,0.0024430936186229935
1784,2022-11-20T03:30:12.000,97598.08,g,0.85581565,12.526397,312.40692,0.003492073,0.4821884,20221120,tab:green,1,0.00037060240017516843
1785,2022-11-20T03:30:22.000,109894.14,g,0.9636371,12.397564,331.50287,0.0032909152,0.4848927,20221120,tab:green,1,0.001803991776453906
1787,2022-11-20T03:30:42.000,109463.84,g,0.95986384,12.401823,330.8532,0.003297377,0.4722242,20221120,tab:green,1,0.0018240305631780918
1790,2022-11-20T03:31:12.000,115240.01,g,1.0105138,12.345992,339.47018,0.0032136776,0.4646238,20221120,tab:green,1,0.0019209412442671159
1799,2022-11-20T03:32:32.000,101403.35,g,0.8891832,12.484869,318.43893,0.0034259246,0.4750798,20221120,tab:green,1,0.001803991776453906
1800,2022-11-20T03:32:42.000,106284.3,g,0.9319831,12.433827,326.01273,0.003346335,0.47749656,20221120,tab:green,1,0.001803991776453906
1806,2022-11-20T03:33:32.000,112876.1,g,0.98978525,12.368495,335.9704,0.0032471544,0.47302666,20221120,tab:green,1,0.002140123305645336
1810,2022-11-20T03:34:12.000,106692.44,g,0.9355621,12.429666,326.6381,0.003339928,0.46660045,20221120,tab:green,1,0.00041997394254267295
1811,2022-11-20T03:34:22.000,114043.914,g,1.0000255,12.35732,337.7039,0.003230486,0.46759078,20221120,tab:green,1,0.002140123305645336
1826,2022-11-20T03:09:22.000,116650.766,g,1.0228844,12.332781,341.54175,0.0031941857,0.49831796,20221120,tab:green,1,0.00171710242215789
1829,2022-11-20T03:09:52.000,102280.38,g,0.8968738,12.475519,319.81305,0.0034112046,0.4837395,20221120,tab:green,1,0.002414448291693516
1830,2022-11-20T03:05:22.000,97122.39,g,0.8516444,12.531702,311.64465,0.0035006143,0.4971964,20221120,tab:green,1,0.00037060240017516843
1831,2022-11-20T03:10:02.000,98746.0,g,0.8658815,12.513701,314.23877,0.003471716,0.5039478,20221120,tab:green,1,0.00020875858463192953
1833,2022-11-20T03:10:22.000,103776.914,g,0.9099965,12.459748,322.14426,0.0033865194,0.49534315,20221120,tab:green,1,0.0013966101459434999
1836,2022-11-20T03:10:52.000,105984.76,g,0.9293565,12.436892,325.553,0.0033510602,0.5055985,20221120,tab:green,1,0.00310789311247045
1838,2022-11-20T03:11:12.000,93125.67,g,0.8165981,12.577327,305.16498,0.0035749439,0.50888205,20221120,tab:green,1,0.002027107803164896
1842,2022-11-20T03:11:42.000,91739.484,g,0.80444294,12.593609,302.88525,0.0036018514,0.49648255,20221120,tab:green,1,0.00571691605691188
1843,2022-11-20T03:11:52.000,97292.62,g,0.85313714,12.5298,311.91763,0.0034975505,0.490327,20221120,tab:green,1,0.00037060240017516843
1846,2022-11-20T03:12:22.000,91110.99,g,0.79893184,12.601073,301.84598,0.0036142531,0.4945145,20221120,tab:green,1,0.002189933676727207
1847,2022-11-20T03:12:32.000,93140.52,g,0.81672835,12.577153,305.18933,0.003574659,0.4879316,20221120,tab:green,1,0.002189933676727207
1851,2022-11-20T03:13:12.000,92357.37,g,0.809861,12.586321,303.90353,0.0035897829,0.48001185,20221120,tab:green,1,0.002189933676727207
1854,2022-11-20T03:13:32.000,111567.7,g,0.97831213,12.381154,334.01752,0.0032661394,0.49728134,20221120,tab:green,1,0.0020078894066031805
1855,2022-11-20T03:13:42.000,107513.65,g,0.9427631,12.421341,327.89273,0.0033271483,0.49174693,20221120,tab:green,1,0.0005502935221435856
1858,2022-11-20T03:14:12.000,102713.5,g,0.90067166,12.470931,320.48947,0.003404005,0.49125698,20221120,tab:green,1,0.0026204106768739632
1861,2022-11-20T03:14:42.000,98771.41,g,0.86610425,12.513422,314.27917,0.0034712695,0.46943235,20221120,tab:green,1,0.00037060240017516843
1865,2022-11-20T03:15:12.000,93470.57,g,0.81962246,12.573313,305.72958,0.0035683422,0.48399514,20221120,tab:green,1,0.0042413868313997405
1866,2022-11-20T03:15:22.000,93078.26,g,0.8161824,12.577879,305.0873,0.0035758542,0.48463956,20221120,tab:green,1,0.002189933676727207
1867,2022-11-20T03:15:32.000,111401.48,g,0.97685456,12.382772,333.7686,0.003268575,0.47272557,20221120,tab:green,1,0.005554674875491994
1869,2022-11-20T03:15:52.000,104465.62,g,0.91603553,12.452566,323.21143,0.003375338,0.49817383,20221120,tab:green,1,0.0018544693245935995
1870,2022-11-20T03:16:02.000,86473.56,g,0.7582673,12.657792,294.06387,0.0037099007,0.49263003,20221120,tab:green,1,0.0040578099178849025
1872,2022-11-20T03:16:22.000,99004.78,g,0.8681508,12.5108595,314.65027,0.0034671756,0.4874216,20221120,tab:green,1,0.00037060240017516843
1877,2022-11-20T03:17:02.000,89792.39,g,0.7873693,12.616901,299.65378,0.003640694,0.48178726,20221120,tab:green,1,0.002189933676727207
1879,2022-11-20T03:17:22.000,108473.22,g,0.95117736,12.411694,329.35272,0.0033123994,0.48831388,20221120,tab:green,1,0.0011931259590958199
1890,2022-11-20T03:19:02.000,95855.78,g,0.84053785,12.545954,309.60583,0.0035236664,0.4849152,20221120,tab:green,1,0.00037060240017516843
1894,2022-11-20T03:19:42.000,106928.164,g,0.93762904,12.42727,326.99872,0.0033362447,0.4919643,20221120,tab:green,1,0.0008114507601220677
1897,2022-11-20T03:20:02.000,94521.31,g,0.8288362,12.561175,307.44318,0.003548453,0.4806524,20221120,tab:green,1,0.002189933676727207
1904,2022-11-20T03:21:12.000,114197.91,g,1.0013758,12.355855,337.9318,0.0032283075,0.47431037,20221120,tab:green,1,0.0013250024713760689
1908,2022-11-20T07:37:43.000,147565.39,g,1.2939677,12.0775385,384.1424,0.0028399567,0.39670128,20221120,tab:green,1,0.005442377484425331
1909,2022-11-20T07:37:53.000,140647.14,g,1.2333033,12.129673,375.02954,0.0029089649,0.4071701,20221120,tab:green,1,8.136518760570866e-05
1910,2022-11-20T07:38:03.000,142104.45,g,1.246082,12.118481,376.96744,0.0028940106,0.40149125,20221120,tab:green,1,0.002122543208485539
1911,2022-11-20T07:38:13.000,141254.61,g,1.2386299,12.124993,375.83853,0.0029027031,0.39676866,20221120,tab:green,1,0.0023559901852736598
1912,2022-11-20T07:38:23.000,143617.2,g,1.2593471,12.106984,378.9686,0.0028787286,0.39628965,20221120,tab:green,1,0.002122543208485539
1913,2022-11-20T07:38:33.000,143630.22,g,1.2594612,12.106885,378.98578,0.002878598,0.40621945,20221120,tab:green,1,0.002122543208485539
1914,2022-11-20T07:38:43.000,143927.67,g,1.2620695,12.104639,379.378,0.002875622,0.40488127,20221120,tab:green,1,0.002122543208485539
1915,2022-11-20T07:38:53.000,145665.4,g,1.2773073,12.091609,381.66138,0.002858418,0.41063884,20221120,tab:green,1,0.00253090781666665
1916,2022-11-20T07:39:03.000,148051.02,g,1.2982261,12.073972,384.774,0.002835295,0.3977412,20221120,tab:green,1,0.005442377484425331
1917,2022-11-20T07:39:13.000,145730.47,g,1.2778778,12.091125,381.7466,0.0028577799,0.411981,20221120,tab:green,1,0.00253090781666665
1919,2022-11-20T07:39:23.000,145274.38,g,1.2738783,12.094527,381.14874,0.0028622623,0.39661473,20221120,tab:green,1,0.00253090781666665
1920,2022-11-20T07:39:33.000,145240.39,g,1.2735804,12.094782,381.1042,0.0028625971,0.40136504,20221120,tab:green,1,0.00253090781666665
1921,2022-11-20T07:39:43.000,139675.92,g,1.2247868,12.137197,373.73242,0.002919061,0.41250983,20221120,tab:green,1,8.136518760570866e-05
1922,2022-11-20T07:39:53.000,142650.34,g,1.2508689,12.114318,377.69083,0.0028884679,0.39978504,20221120,tab:green,1,0.002122543208485539
1923,2022-11-20T07:40:03.000,142724.55,g,1.2515196,12.113753,377.78903,0.002887717,0.39801705,20221120,tab:green,1,0.005030075819535684
1924,2022-11-20T07:40:13.000,132754.08,g,1.1640908,12.19238,364.35434,0.0029941946,0.39328492,20221120,tab:green,1,0.00317390500729825
1925,2022-11-20T07:40:23.000,133898.98,g,1.1741302,12.183057,365.9221,0.0029813661,0.40575808,20221120,tab:green,1,8.136518760570866e-05
1926,2022-11-20T07:40:33.000,136603.7,g,1.1978472,12.161344,369.5994,0.0029517033,0.40650365,20221120,tab:green,1,8.136518760570866e-05
1927,2022-11-20T07:40:43.000,136743.38,g,1.199072,12.160234,369.7883,0.0029501955,0.39630917,20221120,tab:green,1,8.136518760570866e-05
1928,2022-11-20T07:40:53.000,131729.58,g,1.1551071,12.200791,362.94568,0.0030058154,0.41040272,20221120,tab:green,1,8.136518760570866e-05
1929,2022-11-20T07:22:53.000,137299.1,g,1.2039449,12.15583,370.5389,0.002944219,0.42412272,20221120,tab:green,1,8.136518760570866e-05
1930,2022-11-20T07:41:03.000,136138.47,g,1.1937677,12.165048,368.96948,0.0029567427,0.405731,20221120,tab:green,1,8.136518760570866e-05
1932,2022-11-20T07:41:23.000,130461.4,g,1.1439867,12.211295,361.1944,0.0030203895,0.40864462,20221120,tab:green,1,8.136518760570866e-05
1933,2022-11-20T07:41:33.000,133575.97,g,1.1712977,12.185679,365.48047,0.0029849687,0.40312156,20221120,tab:green,1,8.136518760570866e-05
1934,2022-11-20T07:41:43.000,135219.75,g,1.1857116,12.1723995,367.72238,0.00296677,0.40390974,20221120,tab:green,1,8.136518760570866e-05
1935,2022-11-20T07:41:53.000,134174.6,g,1.1765468,12.180824,366.2985,0.0029783025,0.39947292,20221120,tab:green,1,0.0033787298156150447
1936,2022-11-20T07:42:03.000,134658.61,g,1.1807911,12.176914,366.9586,0.002972945,0.39910066,20221120,tab:green,1,8.136518760570866e-05
1939,2022-11-20T07:42:33.000,138758.9,g,1.2167457,12.144348,372.50357,0.0029286908,0.39412013,20221120,tab:green,1,8.136518760570866e-05
1941,2022-11-20T07:42:43.000,136612.28,g,1.1979225,12.161276,369.611,0.0029516106,0.39971995,20221120,tab:green,1,8.136518760570866e-05
1942,2022-11-20T07:42:53.000,135921.94,g,1.191869,12.166776,368.67593,0.0029590968,0.3939646,20221120,tab:green,1,8.136518760570866e-05
1943,2022-11-20T07:43:03.000,135773.8,g,1.1905699,12.16796,368.47495,0.0029607108,0.39674217,20221120,tab:green,1,8.136518760570866e-05
1944,2022-11-20T07:43:13.000,143620.52,g,1.259376,12.106958,378.97296,0.0028786953,0.39031038,20221120,tab:green,1,0.002122543208485539
1945,2022-11-20T07:43:23.000,133773.55,g,1.1730303,12.184074,365.75067,0.0029827636,0.40325597,20221120,tab:green,1,8.136518760570866e-05
1946,2022-11-20T07:43:33.000,135649.56,g,1.1894805,12.168954,368.30634,0.002962066,0.39447802,20221120,tab:green,1,8.136518760570866e-05
1947,2022-11-20T07:43:43.000,133976.66,g,1.1748112,12.182427,366.02823,0.0029805016,0.4156811,20221120,tab:green,1,0.001914505844894221
1948,2022-11-20T07:43:53.000,143012.56,g,1.254045,12.111565,378.17,0.0028848075,0.40002078,20221120,tab:green,1,0.002122543208485539
1949,2022-11-20T07:44:03.000,139567.67,g,1.2238376,12.138038,373.58755,0.002920193,0.3994784,20221120,tab:green,1,8.136518760570866e-05
1950,2022-11-20T07:44:13.000,139892.19,g,1.2266831,12.135516,374.02164,0.0029168038,0.39802313,20221120,tab:green,1,8.136518760570866e-05
1951,2022-11-20T07:23:13.000,130683.875,g,1.1459376,12.209445,361.50226,0.0030178174,0.42432973,20221120,tab:green,1,8.136518760570866e-05
1952,2022-11-20T07:44:23.000,132924.23,g,1.1655828,12.1909895,364.58774,0.0029922775,0.4040013,20221120,tab:green,1,8.136518760570866e-05
1953,2022-11-20T07:44:33.000,145390.6,g,1.2748975,12.093659,381.30118,0.0028611182,0.40146863,20221120,tab:green,1,0.00253090781666665
1954,2022-11-20T07:44:43.000,143071.88,g,1.2545652,12.1111145,378.24844,0.0028842096,0.4007674,20221120,tab:green,1,0.0037893804956689037
1955,2022-11-20T07:44:53.000,143697.86,g,1.2600543,12.106374,379.075,0.0028779204,0.40370747,20221120,tab:green,1,0.002122543208485539
1956,2022-11-20T07:45:03.000,146456.17,g,1.2842413,12.085731,382.69592,0.0028506906,0.39391005,20221120,tab:green,1,0.00253090781666665
1957,2022-11-20T07:45:13.000,144581.64,g,1.267804,12.099717,380.23892,0.002869111,0.39681253,20221120,tab:green,1,0.002122543208485539
1958,2022-11-20T07:45:23.000,145947.28,g,1.279779,12.08951,382.0305,0.0028556562,0.3975785,20221120,tab:green,1,0.00253090781666665
1959,2022-11-20T07:45:33.000,145200.98,g,1.2732348,12.095076,381.05246,0.0028629855,0.40195617,20221120,tab:green,1,0.00253090781666665
1960,2022-11-20T07:45:43.000,144044.08,g,1.2630903,12.103762,379.5314,0.0028744598,0.39039344,20221120,tab:green,1,0.002122543208485539
1961,2022-11-20T07:45:53.000,144952.53,g,1.2710562,12.096935,380.72632,0.0028654381,0.41353476,20221120,tab:green,1,0.002122543208485539
1962,2022-11-20T07:23:23.000,133927.86,g,1.1743833,12.182823,365.96155,0.0029810448,0.42483902,20221120,tab:green,1,8.136518760570866e-05
1963,2022-11-20T07:46:03.000,147157.3,g,1.2903894,12.080545,383.61087,0.0028438915,0.39578882,20221120,tab:green,1,0.005442377484425331
1964,2022-11-20T07:46:13.000,145100.38,g,1.2723527,12.095829,380.92044,0.002863978,0.40287066,20221120,tab:green,1,0.006780405793030686
1965,2022-11-20T07:46:23.000,140098.97,g,1.2284964,12.133913,374.29797,0.0029146504,0.4000169,20221120,tab:green,1,8.136518760570866e-05
1966,2022-11-20T07:46:33.000,142040.19,g,1.2455184,12.118972,376.88217,0.002894665,0.39694172,20221120,tab:green,1,0.002122543208485539
1967,2022-11-20T07:46:43.000,142826.1,g,1.2524099,12.112981,377.9234,0.0028866902,0.39952084,20221120,tab:green,1,0.002122543208485539
1968,2022-11-20T07:46:53.000,142311.62,g,1.2478987,12.1168995,377.24213,0.0028919033,0.3843961,20221120,tab:green,1,0.0042071443498833405
1969,2022-11-20T07:47:03.000,141016.69,g,1.2365438,12.126823,375.52188,0.0029051509,0.39561683,20221120,tab:green,1,8.136518760570866e-05
1970,2022-11-20T07:47:13.000,142989.61,g,1.2538438,12.111739,378.13968,0.0028850392,0.39532754,20221120,tab:green,1,0.002122543208485539
1971,2022-11-20T07:47:23.000,144919.73,g,1.2707686,12.097181,380.68323,0.0028657624,0.3873163,20221120,tab:green,1,0.002122543208485539
1972,2022-11-20T07:47:33.000,144020.55,g,1.2628838,12.103939,379.5004,0.0028746948,0.38997805,20221120,tab:green,1,0.002122543208485539
1973,2022-11-20T07:23:33.000,141432.77,g,1.2401922,12.123625,376.07547,0.0029008745,0.43407068,20221120,tab:green,1,0.0008209919258345688
1974,2022-11-20T07:47:43.000,140717.52,g,1.2339202,12.129129,375.12332,0.0029082375,0.39480674,20221120,tab:green,1,8.136518760570866e-05
1975,2022-11-20T07:47:53.000,146900.95,g,1.2881415,12.082438,383.2766,0.0028463718,0.39234367,20221120,tab:green,1,0.00253090781666665
1976,2022-11-20T07:48:03.000,142945.22,g,1.2534546,12.112076,378.08096,0.0028854872,0.40331626,20221120,tab:green,1,0.004824134110993472
